,loan_amount,loan_days,education_id,has_immovables,has_movables,monthly_income,income_frequency_id,monthly_expenses,product_dpr,product_interest_min,Score,Zscore
309,2500,28,5,0,0,10000,1,4000,1.8,50,28.131999887957388,-0.08083098329532078
310,1000,30,4,0,0,9000,2,7000,1.9,50,118.6564992221194,-0.07118899817080077
311,1000,28,5,1,0,9000,2,4000,1.8,50,27.820318558945313,-0.0808641812335588
312,500,30,3,0,0,9600,1,3000,1.8,50,116.41758032731082,-0.07142747088081336
313,2400,5,3,1,0,6000,2,1000,1.8,50,16.203098990953904,-0.0821015596127462
314,900,20,3,0,0,10000,1,4000,1.8,50,17.491264621993757,-0.08196435395081202
315,1550,30,5,0,0,14000,2,4000,1.53,50,114.09151827809522,-0.0716752254206585
316,1000,5,3,0,0,7500,2,4500,1.8,50,15.98152272485711,-0.0821251602410553
317,4500,30,3,0,0,12000,1,1500,1.8,50,117.60957558407878,-0.07130050855990806
318,3500,11,5,0,0,10000,1,6000,1.8,50,16.856234539222623,-0.08203199255314331
319,1500,29,3,0,0,10000,2,2000,1.43,50,35.100616111209085,-0.08008873899176432
320,1000,30,3,0,0,7000,2,2500,1.8,50,116.48461689110185,-0.07142033065296757
321,1500,10,3,0,0,6000,2,4000,0.0,220,11.0976702910827,-0.08264535127070104
322,400,18,3,1,0,9000,1,5000,1.8,50,16.961570819409477,-0.08202077292912877
323,1000,15,5,0,0,30000,1,7500,1.9,50,18.715345699157943,-0.08183397409095049
324,5000,8,5,0,0,11500,2,3500,1.8,50,17.53338912967154,-0.08195986716679893
325,500,30,2,0,0,18000,1,8000,1.8,50,116.5187947977149,-0.07141669028080783
326,1500,30,5,0,0,5000,2,5000,1.53,50,114.10145810356151,-0.0716741667056146
327,2000,27,3,0,0,11000,2,12000,1.53,50,21.64113430450331,-0.0815223412134673
328,1000,15,2,0,0,9100,2,5600,1.8,50,16.59214458386987,-0.08206012141814423
329,2000,14,4,0,0,12500,2,3500,0.0,450,11.518622483315236,-0.08260051462641697
330,1000,30,2,1,0,12000,2,4000,1.9,50,118.59585238356046,-0.07119545781343381
331,1500,10,4,0,0,12000,1,4000,0.0,220,11.0976702910827,-0.08264535127070104
332,1000,30,3,1,1,10000,2,4500,1.8,50,116.52221968789364,-0.07141632548740494
333,2000,30,5,0,0,8500,1,5000,1.53,50,114.20402003647231,-0.07166324258409235
334,1800,14,3,0,1,10000,2,2500,1.8,50,16.56438570259807,-0.08206307808426516
335,1350,30,4,0,0,6000,2,2000,1.53,50,114.01727054628513,-0.07168313372759097
336,3000,30,4,0,0,12500,2,4500,1.8,50,116.97934981047699,-0.07136763544355673
337,2000,30,5,0,0,8000,1,3000,1.9,50,118.76752819176279,-0.07117717220455332
338,2500,30,3,0,0,5500,1,1500,1.43,50,113.77544078662947,-0.07170889160487741
339,1000,17,2,0,0,12000,1,3000,1.8,50,16.831196423994697,-0.08203465942383963
340,2500,16,5,1,1,12000,2,7500,1.9,50,19.160829695001617,-0.08178652450445478
341,3000,20,4,0,0,25000,2,5000,1.53,50,15.465471223138692,-0.08218012614464662
342,1100,15,3,0,0,13000,2,12000,1.9,50,18.839051305073625,-0.0818207979052678
343,600,30,2,1,0,9000,1,3000,1.8,50,116.43199466184464,-0.07142593557489973
344,700,30,2,0,0,8000,2,2000,1.53,50,113.9101546391827,-0.07169454290400705
345,1500,9,5,0,0,13000,2,6000,1.8,50,16.190360657713107,-0.08210291640367598
346,800,30,3,0,0,7300,1,4000,1.9,50,118.56410665418872,-0.07119883912846588
347,1000,30,5,0,0,11000,1,2000,1.8,50,116.47562139235967,-0.07142128878546979
348,500,14,5,0,0,11000,2,4500,1.8,50,16.37833557968295,-0.08208289473645057
349,4000,30,4,0,0,9760,2,2000,1.9,50,119.41601271434155,-0.07110810053703595
350,900,30,3,0,0,6000,999,2500,1.8,50,116.46852047438739,-0.07142204512155519
351,1550,30,3,0,0,11000,2,4500,1.9,50,118.70295642016652,-0.07118404990137324
352,3000,30,6,0,0,16000,2,4000,1.8,50,116.96969730818519,-0.0713686635551088
353,800,6,3,0,0,9000,2,3000,0.95,50,11.669889348448244,-0.08258440282382018
354,2500,30,2,1,0,11000,1,4000,1.8,50,116.82424851461391,-0.07138415566071898
355,1000,30,2,0,0,8700,1,1000,1.8,50,116.4580877907907,-0.07142315633212015
356,3500,30,5,1,0,10000,1,6500,1.53,50,114.67903216678711,-0.07161264788400397
357,1000,30,2,0,0,8000,2,4500,1.9,50,118.60550488585226,-0.07119442970188172
358,3500,30,3,0,1,10000,2,5000,1.43,50,114.1639262004773,-0.07166751307631371
359,1000,30,3,0,0,10000,1,5000,1.53,50,114.01354724744897,-0.07168353030522748
360,3000,30,5,0,0,8800,1,2000,1.8,50,116.93275151494302,-0.07137259874162158
361,3000,30,4,0,1,5200,2,2300,1.8,50,116.93813010614264,-0.07137202585475978
362,1000,18,1,0,0,6000,2,4000,1.9,50,19.115600416083673,-0.08179134198522217
363,2000,14,5,0,0,15000,2,5000,1.8,50,16.654826247552514,-0.0820534450413263
364,1500,30,3,0,0,10000,1,5000,1.8,50,116.61995854538239,-0.07140591508340464
365,2500,30,3,1,0,7000,2,2000,1.8,50,116.78730272137174,-0.07138809084723176
366,300,12,5,1,1,19000,1,5000,1.8,50,16.17272175505835,-0.08210479516620171
367,4000,30,5,0,0,13000,2,5000,1.9,50,119.47243901125172,-0.07110209043458367
368,4000,19,4,0,0,5000,1,2000,1.8,50,18.06840947382725,-0.0819028808455532
369,1500,20,5,0,0,8000,1,2000,1.9,50,19.641611299537203,-0.08173531528360108
370,3000,14,3,1,1,15000,2,8000,1.53,50,14.465920125206704,-0.0822865907690118
371,3000,15,6,0,0,9000,2,2000,1.53,50,14.462315893823014,-0.08228697466448368
372,1000,15,3,0,0,15000,2,9500,1.9,50,18.760607293278703,-0.08182915316821207
373,2500,7,2,0,0,15000,1,7000,0.0,290,11.252375877798116,-0.08262887320148483
374,3000,16,5,0,0,55000,1,40000,1.8,50,19.08011625005094,-0.08179512149025737
375,1200,30,2,0,0,6500,2,4000,1.8,50,116.5461802284375,-0.07141377339181537
376,2500,30,3,0,0,8000,2,1500,1.8,50,116.77846099105028,-0.07138903260148459
377,1000,30,5,0,0,10000,1,6000,1.8,50,116.55224968906539,-0.07141312691876643
378,1700,12,3,0,0,10000,1,5000,1.8,50,16.403599312128673,-0.08208020383471432
379,1000,30,3,0,0,11000,1,8000,1.43,50,113.59196447076411,-0.07172843411459895
380,900,20,3,0,0,3500,2,1500,1.71,50,16.297565336219378,-0.08209149777200125
381,1150,30,5,1,0,16800,1,5000,1.8,50,116.55707346644698,-0.07141261312647706
382,2000,30,3,0,0,11000,1,3000,1.9,50,118.76752819176279,-0.07117717220455332
383,500,14,3,0,0,8200,2,3000,1.9,50,18.433171294528748,-0.08186402917473407
384,1000,15,5,0,0,15000,2,5000,1.43,50,13.577092305549911,-0.08238126198706247
385,3500,20,5,0,0,19800,2,8000,1.9,50,20.30796244187816,-0.08166434059885366
386,3500,30,3,0,0,7500,2,3000,1.8,50,117.1286689204091,-0.07135173110111505
387,1000,16,2,0,0,6000,2,1500,1.9,50,18.731932347529295,-0.08183220740659389
388,1000,14,4,0,0,11200,1,1200,1.9,50,18.4771377680854,-0.08185934619844445
389,1000,3,5,0,0,4500,2,1000,1.9,50,18.1307883083227,-0.0818962367238103
390,1500,30,2,0,0,15000,1,12000,1.8,50,116.77904918329337,-0.07138896995169476
391,2000,30,3,0,0,21000,1,16000,1.8,50,116.99524713118322,-0.07136594218117034
392,1800,26,4,0,0,3500,1,3500,1.53,50,19.255663522620335,-0.08177642352226845
393,3000,30,3,0,0,8000,2,2000,1.8,50,116.93275151494302,-0.07137259874162158
394,1000,30,2,0,0,8000,2,3000,1.33,50,113.11763888058704,-0.07177895568962346
395,1000,15,5,0,0,14000,2,3500,1.53,50,14.03264990203144,-0.08233273943680319
396,2500,17,4,0,1,10000,2,3000,1.8,50,17.142877753006776,-0.08200146148560158
397,1000,30,4,0,0,9000,2,7564,1.8,50,116.58539057622166,-0.0714095970020773
398,1500,29,5,0,0,15000,2,4000,1.8,50,38.14058210887206,-0.07976494480185874
399,3000,30,2,0,0,3000,2,1000,1.8,50,116.91521791337405,-0.07137446628827193
400,1500,16,4,0,0,10000,2,5000,1.8,50,16.80182603291487,-0.08203778773579912
401,5000,5,5,1,1,16000,2,10000,1.53,50,15.105647165513165,-0.08221845188228218
402,550,30,4,0,0,4500,2,2000,1.8,50,116.40659031385417,-0.07142864145394048
403,4000,15,5,0,0,10200,2,7000,1.8,50,17.478384968884907,-0.08196572579406548
404,3000,30,5,0,0,8000,1,4000,1.8,50,116.96969730818519,-0.0713686635551088
405,1500,30,2,0,0,10000,2,5000,1.43,50,113.61693834096158,-0.07172577408679745
406,3500,30,5,0,0,15000,2,8000,1.9,50,119.3131685887718,-0.0711190547155863
407,1000,30,2,0,0,2000,1,10000,1.53,50,114.12263799786044,-0.07167191078343584
408,1000,3,4,0,1,8000,2,6500,1.9,50,18.23533441051172,-0.08188510126358077
409,1800,30,3,0,0,10000,2,5000,1.8,50,116.67951073150674,-0.07139957203487118
410,1500,30,3,0,0,9500,1,4000,1.43,50,113.59745783729358,-0.07172784900273697
411,3000,30,5,0,0,15000,2,5500,1.8,50,116.99918614253724,-0.07136552262746763
412,1000,28,3,0,0,5000,2,1000,1.9,50,29.849124362092788,-0.08064808818119873
413,1000,30,2,0,0,1000,999,3000,1.8,50,116.49377020478083,-0.07141935571121166
414,3050,8,5,0,0,37000,2,3000,1.8,50,16.473658682319105,-0.08207274164038926
415,3000,26,3,0,0,3500,1,3500,1.8,50,22.083831044787665,-0.0814751885043566
416,500,30,3,0,0,3100,2,31000,1.8,50,117.43390856605248,-0.07131921928227755
417,2000,13,5,0,0,1100,2,2000,1.8,50,16.4979168703242,-0.08207015784164293
418,1000,30,3,0,0,7000,1,3000,1.9,50,118.57705540273945,-0.07119745992568845
419,1500,15,5,0,0,18000,1,10000,1.9,50,18.860399314453346,-0.08181852407674192
420,2500,30,2,0,0,9000,999,4000,1.9,50,118.90753371257253,-0.07116225987519577
421,1000,15,3,0,0,10000,2,7000,1.9,50,18.70456404282026,-0.0818351224714529
422,3500,30,3,0,1,11000,1,6500,1.9,50,119.2808178065666,-0.07112250047627079
423,3500,30,5,0,0,15700,2,3000,1.9,50,119.21195411836771,-0.07112983531559182
424,600,7,3,0,0,5880,2,4500,1.9,50,18.018451465660206,-0.08190820199480163
425,1000,17,2,0,0,9720,1,4500,1.8,50,16.859645907107513,-0.0820316292000329
426,800,11,4,0,0,8000,2,3000,1.8,50,16.131110609938048,-0.08210922727071725
427,1400,20,3,0,0,8500,1,4000,1.8,50,17.576624185897085,-0.08195526209555244
428,4000,30,5,0,0,7300,2,2500,1.53,50,114.82322257330424,-0.07159728981226691
429,4000,10,3,0,0,13000,2,6000,1.9,50,19.097074858534462,-0.08179331518752239
430,2500,30,5,0,0,13000,2,8000,1.9,50,118.98995120215561,-0.07115348138744489
431,5000,30,5,1,0,10000,999,3000,1.53,50,115.49897589364922,-0.0715253136786176
432,6000,30,4,0,0,10000,2,7000,1.8,50,119.43002019317728,-0.07110660856631466
433,8000,15,6,0,0,18300,1,9300,1.53,50,26681.677907569745,2.758103173179988
434,1000,9,3,0,0,8000,2,4000,1.8,50,16.062767298136997,-0.08211650668347945
435,1000,5,2,0,0,10000,1,6000,1.8,50,16.011552726028867,-0.08212196167241678
436,3300,30,5,0,0,8000,2,5000,1.8,50,117.09130048478217,-0.07135571130429862
437,1000,30,5,0,0,12000,1,7000,1.8,50,116.57321402416078,-0.07141089395632398
438,1000,30,2,0,0,20000,2,5000,1.9,50,118.61533288722846,-0.0711933828974943
439,1000,29,4,0,0,7000,1,4000,1.9,50,40.135956450718126,-0.07955241261594839
440,1500,30,3,0,0,9000,2,3000,1.9,50,118.66496625885199,-0.07118809632607558
441,3500,26,4,0,0,16000,2,6000,1.8,50,22.310763803746536,-0.08145101734293354
442,650,17,3,0,0,10500,2,5000,1.8,50,16.815052611857478,-0.08203637894062929
443,1800,30,4,0,0,9000,2,2500,1.8,50,116.63207993333874,-0.07140462400482123
444,2500,30,5,0,0,7000,2,3000,1.9,50,118.88873673175152,-0.07116426198745042
445,1000,3,5,0,0,34000,1,10000,1.8,50,16.230553759254704,-0.08209863533843924
446,1000,30,5,0,0,9000,2,1900,1.53,50,113.95534043003778,-0.07168973005525926
447,1050,15,3,0,0,6000,2,3000,1.9,50,18.633342126638567,-0.08184270849138578
448,500,30,5,0,0,7000,2,4000,1.8,50,116.43637730813182,-0.07142546876855872
449,5000,17,5,0,0,8000,2,5000,1.8,50,18.39318003917298,-0.08186828874084144
450,1000,30,5,0,0,25000,2,6000,1.9,50,118.63553488702401,-0.07119123113324322
451,600,30,3,1,0,10000,2,4000,1.8,50,116.45079164266565,-0.0714239334626451
452,3500,29,3,0,0,8000,2,6000,1.8,50,38.72725247185134,-0.0797024571111844
453,1500,20,4,1,0,15000,2,5000,1.8,50,17.614752398488772,-0.08195120096667201
454,3800,30,5,0,1,9000,2,5000,1.8,50,117.29392252029022,-0.07133412953730031
455,1000,18,2,0,0,9100,2,5600,1.8,50,17.063827795692223,-0.08200988128928045
456,1600,30,5,0,0,18000,2,4000,1.9,50,118.70299366218585,-0.07118404593463497
457,1050,14,3,0,0,8000,2,8000,1.33,50,13.15938102344871,-0.08242575343410705
458,1500,3,3,0,0,9200,2,2000,1.9,50,18.236232766004207,-0.08188500557754706
459,4000,30,5,0,0,8500,2,5000,1.8,50,117.3891538132931,-0.07132398622010688
460,3500,26,5,0,0,7000,2,4000,1.33,50,18.894949976089187,-0.08181484400153592
461,2000,7,5,0,1,14000,2,4000,1.53,50,13.659261655548445,-0.08237250992926369
462,1500,30,3,0,1,7500,2,8000,1.8,50,116.68289553129746,-0.07139921151159326
463,4000,30,5,0,0,38000,1,10000,1.8,50,117.49824456370457,-0.07131236669831525
464,2000,30,5,0,0,9000,1,1500,1.8,50,116.65725245106155,-0.0714019428185875
465,3000,30,5,0,0,10000,1,10000,1.53,50,114.57976812044379,-0.07162322073958763
466,1000,30,2,0,1,9000,1,3500,1.9,50,118.58637072111006,-0.07119646772841788
467,800,15,5,0,0,14000,2,8000,1.8,50,16.611303766514045,-0.08205808072689035
468,1600,7,5,1,0,85000,1,60000,1.8,50,200017.02299813257,21.220473373619605
469,1000,8,4,0,0,10000,1,3500,1.53,50,13.491182557161405,-0.0823904124438129
470,1500,30,5,0,0,4500,1,1800,1.8,50,116.5599773260658,-0.0714123038293094
471,2500,30,3,0,0,6900,1,1000,1.8,50,116.76976911980277,-0.07138995839388212
472,1400,12,4,0,0,3500,1,1700,0.0,250,11.17688916541514,-0.08263691347525878
473,500,30,2,1,0,15000,2,4000,1.8,50,116.43637730813182,-0.07142546876855872
474,8000,21,5,0,0,9000,2,6000,1.8,50,26685.386834287834,2.758498220007165
475,8000,30,5,0,0,5000,2,1500,1.8,50,26783.99055242879,2.7690007424240846
476,8000,3,4,0,1,15000,1,4000,1.8,50,26683.62575527193,2.758310643187637
477,4000,30,5,0,0,12000,2,3000,1.9,50,119.43416152676271,-0.07110616746277781
478,3000,30,5,0,0,15000,2,1000,1.53,50,114.39671747155317,-0.07164271791048189
479,1000,24,3,0,0,10000,1,6000,1.9,50,21.50460994146986,-0.08153688275622296
480,1000,19,3,0,0,7500,2,2300,1.9,50,19.29996713896221,-0.08177170463607883
481,1500,30,4,0,0,6000,2,3500,1.8,50,116.59099637926398,-0.07140899991432823
482,2500,14,5,0,0,7500,1,2500,1.9,50,18.811889187331865,-0.08182369100865024
483,3000,30,5,0,0,8000,2,3000,1.62,50,115.01134444878262,-0.07157725249266501
484,1500,30,3,0,0,8000,2,3000,1.8,50,116.58168106089337,-0.07140999211159879
485,4000,8,3,0,1,5000,2,3000,1.8,50,16.857473804634925,-0.0820318605559629
486,1500,30,2,0,0,7000,2,1000,1.8,50,116.54599864690324,-0.07141379273250728
487,500,20,3,0,0,12000,1,12000,1.8,50,17.609742302817185,-0.0819517346041767
488,1500,30,3,0,0,15000,2,3000,1.8,50,116.58168106089337,-0.07140999211159879
489,3000,7,6,1,0,10000,2,8000,1.53,50,14.008336478691525,-0.08233532911879972
490,4500,30,2,0,0,12000,2,1500,1.8,50,117.60957558407878,-0.07130050855990806
491,1000,30,3,0,0,10000,1,3000,1.9,50,118.57705540273945,-0.07119745992568845
492,1000,8,4,1,0,6500,2,4500,1.9,50,18.112102361683093,-0.08189822700954358
493,2000,20,5,0,1,11800,2,3600,1.8,50,17.690235048676183,-0.08194316112557241
494,1000,15,5,0,0,12000,2,6000,1.9,50,18.68359970772488,-0.08183735543389535
495,500,3,2,0,0,15000,999,5000,1.9,50,18.128558329331824,-0.08189647424430936
496,2500,30,3,0,0,8000,2,2500,1.43,50,113.79327801569312,-0.07170699171812234
497,1050,14,4,0,0,15000,1,3500,1.8,50,16.44361319560903,-0.08207594185843022
498,1300,4,3,0,0,12000,2,10000,1.8,50,16.185519968911603,-0.08210343199724192
